enterprise_id,years,market_cap,enterprise_value,month_end_stock_price,net_cash_per_share,net_current_asset_value,net-net_working_capital,intrinsic_value:_projected_fcf,median_ps_value,peter_lynch_fair_value,graham_number,earnings_power_value_(epv),piotroski_f-score,beneish_m-score,scaled_net_operating_assets,sloan_ratio_%,highest_stock_price,lowest_stock_price,shares_buyback_ratio_%,buyback_yield_%,yoy_rev._per_sh._growth,yoy_eps_growth,shares_outstanding_(basic_average),shares_outstanding_(eop),beta,restated_filing_date,filing_date,earnings_release_date,number_of_shareholders,number_of_employees,forex_rate
65,1994,0,0,0,-87.68,0,-88.6,0,0,0,0,0,0,0,0.004,5.13,0,0,-,0,0,0,1269.565,1256.62,0,,,,0,0,1.326
65,1995,0,0,0,-87.25,0,-88.12,0,0,0,6.71,0,N/A,0,-0.026,4.94,0,0,0,0,13.24,580.46,1251.25,1256.62,0,,,,0,49208,1.35
65,1996,7068.488,-1906.843,5.625,-92.78,0,-93.42,0,0,0,7.62,0,N/A,0,-0.029,4.29,5.813,5.188,0,2.86,-0.85,9.8,1254.857,1256.62,0,,,,0,49011,1.346
65,1997,10247.49,-3309.694,8.25,-109.69,0,-110.74,0,0,0,9.35,0,5,-3.02,-0.053,14.52,8.25,5.5,1.15,2.94,8.42,16.77,1253.529,1242.12,0,,,,0,48205,1.351
65,1998,16554.963,6373.997,13.422,-124.51,0,-124.89,0,0,0,9.59,0,5,-2.92,-0.025,1.91,13.594,8.375,0.7,0.56,14.04,15.15,1235.369,1233.42,0,,,,0,58000,1.387
65,1999,14202.73,7603.021,11.5,-132.48,0,-133.59,0,0,0,9.52,5.1,3,-2.97,-0.002,2.94,15.907,9.407,-0.13,-0.08,-2.4,-3.78,1230.184,1235.02,1.32,,,,0,53468,1.545
65,2000,13340.125,2191.34,10.797,-130.28,0,-131.36,6.29,0,9.66,10.05,8.75,4,-2.59,-0.022,2.52,13.875,10.125,-0.04,3.63,9.17,-0.24,1252.316,1235.54,1.24,,,,0,51891,1.478
65,2001,19050.9,11751.59,15.813,-140.81,0,-141.93,-5.09,0,12.03,12.16,6.33,6,-2.19,0.002,6.56,16.063,9.641,2.49,2.08,14.67,33.97,1212.778,1204.8,1.13,,,,0,49232,1.513
65,2002,19883.59,14972.087,14.75,-152.72,0,-153.67,-14.71,0,13.75,11.27,4.29,5,-2,0.028,9,17.375,13.915,-11.89,0.49,21.38,0.44,1283.032,1348.04,0.47,12/27/02,12/27/02,,0,57568,1.572
65,2003,23463.544,16051.464,17.635,-160.44,0,-161.17,-16.14,0,18.47,12.72,5.92,4,-2.31,0.015,3.09,19.16,14.645,1.3,2.87,1.87,15.59,1345.142,1330.51,0.59,12/29/03,12/27/02,,0,59549,1.578
65,2004,31607.044,25487.639,24.09,-211.63,0,-212.11,-28.5,0,22.5,16.32,5.7,5,-2.35,0.03,4.5,24.875,17.55,1.39,3.16,20.87,27.2,1305.671,1312.04,0.61,12/20/04,12/29/03,,0,59549,1.322
65,2005,33552.64,34617.461,26.01,-247.65,0,-247.98,-29.21,23.22,20.92,18.2,-1.81,2,-2.59,0.049,3.9,26.01,21.1,1.68,1.82,11.92,1.93,1293.465,1289.99,0.64,10/31/06,12/20/04,,0,62566,1.247
65,2006,45763.512,47694.033,35.355,-288.14,0,-288.8,-62.3,25.56,34.75,23.15,-1.32,6,-2.04,0.053,8.66,36.85,25.32,-0.34,-0.19,14.68,29.02,1283.433,1294.4,0.58,10/31/07,11/30/05,,0,62566,1.177
65,2007,56862.702,57159.967,44.39,-345.71,0,-345.28,-73.15,33.11,26.63,28.34,-0.69,5,-2.5,0.048,11.73,45.67,35.12,1.04,1.08,12.65,45.72,1279.956,1280.98,0.52,12/05/08,11/30/06,,0,60858,1.129
