enterprise_id,years,market_cap,enterprise_value,month_end_stock_price,net_cash_per_share,net_current_asset_value,net-net_working_capital,intrinsic_value:_projected_fcf,median_ps_value,peter_lynch_fair_value,graham_number,earnings_power_value_(epv),piotroski_f-score,beneish_m-score,scaled_net_operating_assets,sloan_ratio_%,highest_stock_price,lowest_stock_price,shares_buyback_ratio_%,buyback_yield_%,yoy_rev._per_sh._growth,yoy_eps_growth,shares_outstanding_(basic_average),shares_outstanding_(eop),beta,restated_filing_date,filing_date,earnings_release_date,number_of_shareholders,number_of_employees,forex_rate
31,2001,0,0,0,-3.31,0,-3.31,0,0,0,0,0,N/A,0,0.022,15.92,0,0,-,0,0,0,795.466,804.434,0,10/01/02,10/01/02,,0,0,46.653
31,2002,1432.368,1210.649,1.54,-4.1,0,-4.03,0,0,0,0.86,0,N/A,0,0.067,27.43,1.72,1.25,-15.62,-11.27,374.42,19.3,887.709,930.109,0,09/30/02,09/30/02,,0,3742,48.767
31,2003,1445.214,1439.945,1.55,-5.87,0,-5.77,0,0,0,1.02,0,4,-2.14,0.109,19.51,1.62,1.21,-0.25,-0.12,32.35,16.18,928.81,932.396,0,09/29/03,09/29/03,,0,4791,47.677
31,2004,2837.873,2774.296,3.01,-8.55,0,-8.48,0,0,0,1.34,0,5,-2.91,0.097,19.17,3.44,1.56,-1.12,-0.16,46.67,37.97,962.168,942.815,0,09/28/04,09/28/04,,0,5673,44.969
31,2005,4338.264,5016.538,4.2,-9.84,0,-9.76,0,0,0,1.96,-0.96,6,-2.73,0.191,21,4.95,2.29,-9.56,-7.1,43.94,43.12,967.991,1032.92,0.48,,,,0,9030,43.586
31,2006,5749.031,6234.545,5.45,-14.23,0,-14.09,5.77,0,5.12,2.29,-0.57,5,-1.95,0.143,25.79,5.94,4.11,-2.12,0,35.44,26.28,1041.616,1054.868,1.95,07/10/07,10/02/06,,0,14878,44.338
31,2007,6866.864,7691.573,6.45,-18.37,0,-18.11,6.34,0,5.19,2.73,-0.87,3,-2.08,0.13,15.17,7.84,4.46,-0.93,-0.85,45.08,19.8,1057.112,1064.63,2.74,07/10/07,07/10/07,,186312,21477,43.794
31,2008,11601.741,11985.764,9.82,-26.18,0,-26,4.52,0,7.34,4.1,-0.48,4,-2.55,0.145,22.52,14.18,6.47,-10.97,-8.12,43.93,19.49,1146.736,1181.44,2.68,09/30/09,09/29/08,,203091,37836,40.145
31,2009,8635.316,7152.145,6.09,-22.07,0,-21.86,8.48,0,5.69,3.28,1.03,4,-2.05,0.09,6.04,11.79,4.53,-20.02,0,-6.95,-24.82,1383.333,1417.95,2.04,09/30/10,09/30/09,,548774,52687,51.129
31,2010,21269.791,18570.909,13.94,-26.15,0,-26,13.11,0,10.02,5.14,1.84,7,-2.76,0.102,10.74,13.94,6.24,-7.61,0,23.33,73.11,1454.799,1525.81,1.97,07/27/12,09/30/10,,441347,51888,45.451
31,2011,26347.243,21394.426,16.99,-22.27,0,-22.06,13.13,18.16,15.92,7.09,13.01,6,-1.38,0.052,15.68,18.98,13.06,-1.63,0,19.62,59.95,1539.362,1550.75,1.57,07/29/13,09/30/11,04/18/11,411464,55752,44.914
31,2012,26674.043,25706.239,17.05,-25.74,0,-25.48,13.25,18.14,17.32,7.53,11.74,3,-2.29,0.106,18.38,18.26,12.38,-0.88,0,2.17,7.16,1557.803,1564.46,1.31,07/31/14,07/27/12,04/18/12,447924,55752,50.364
31,2013,29679.299,30071.445,18.71,-28.53,0,-28.23,13.55,21.28,15.98,8.54,12.32,6,-2.14,0.127,15.45,21.43,13.78,-1.39,0,13.53,13.51,1573.983,1586.28,1.06,07/31/15,07/29/13,04/23/13,440853,69065,54.423
