enterprise_id,years,pe_ratio,pe_ratio_without_nri,price-to-owner-earnings,pb_ratio,price-to-tangible-book,price-to-free-cash-flow,price-to-operating-cash-flow,ps_ratio,peg_ratio,ev-to-revenue,earnings_yield_(joel_greenblatt)_%,forward_rate_of_return_(yacktman)_%,shiller_pe_ratio,cyclically_adjusted_pb_ratio,cyclically_adjusted_ps_ratio,cyclically_adjusted_price-to-fcf,dividend_yield_%,fcf_yield_%
33,1994,N/A,N/A,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0
33,1995,N/A,N/A,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0
33,1996,11.89,11.9,15.77,2.2,2.2,10.56,9.22,-,0,0,0,0,0,0,0,0,0,9.41
33,1997,12.31,12.31,12.08,2.54,2.54,5.62,5.13,38.22,0,53.5,0,0,0,0,0,0,0,17.7
33,1998,13.81,13.81,14.99,2.82,2.82,7.3,6.46,35.22,0,52.18,0,24.51,0,0,0,0,0,13.67
33,1999,10.65,10.59,6.03,1.67,1.68,5.32,4.74,-,0,0,0,33.14,0,0,0,0,0,18.85
33,2000,13.24,13.03,3.71,2.38,2.95,3.47,3.32,-,0,0,0,30.35,0,0,0,0,1.04,24.04
33,2001,12.85,11.91,10.78,2.3,3.44,6.15,5.61,-,0,0,0,32.14,0,0,0,0,2.58,13.25
33,2002,21.88,21.88,12.76,2.76,4.03,10.72,9.17,4.41,0,5.65,0,33.54,0,0,0,0,3.98,8.61
33,2003,16.53,16.53,7.51,2.28,3.39,8.8,7.67,3.78,0,5.71,0,26.75,0,0,0,0,4.5,9.79
33,2004,18.53,18.53,8.11,2.66,4.33,9.95,8.87,3.9,0,8.31,0,13.51,0,0,0,0,4.35,8.24
33,2005,14.48,14.7,3.37,2.55,4.28,3.29,3.13,3.35,0,7.82,0,14.23,0,0,0,0,3.7,26.09
33,2006,12.06,12.66,0,2.25,3.52,55.31,25.89,2.98,0,6.71,0,12.83,0,0,0,0,4.29,1.58
33,2007,13.15,13.82,2.63,2.25,3.43,2.74,2.63,2.99,0,7.05,0,23.04,0,0,0,0,4.15,31.01
33,2008,10.42,11.13,2.11,1.77,2.57,2.27,2.17,2.3,0,5.74,0,31.79,0,0,0,0,5.2,38.44
33,2009,20.9,10.84,0,1.44,2.04,4.46,3.85,1.38,0,3.8,0,38.08,10.79,1.39,0,0,9.55,19.43
33,2010,33.91,37.7,300.47,1.55,2.02,47.89,27.37,2.48,0,4.68,0,29.01,0,1.63,0,0,1.4,1.98
33,2011,14.09,14.73,4.16,1.22,1.53,3.44,3.21,2.27,0,4.37,0,29.38,11.78,1.42,2.07,0,2.55,28.82
33,2012,8.41,7.05,2.51,0.86,1.05,1.79,1.72,1.66,0,2.58,0,47.51,8.64,1.02,1.6,0,5.12,56.32
33,2013,14.12,24.6,0,1.12,1.35,0,0,2.55,0,3.22,0,28.83,10.99,1.25,0,0,3.86,-5.86
33,2014,12.94,13.66,6.41,1.14,1.37,4.8,4.5,2.7,0,2.91,0,24.11,10.49,1.22,0,0,4.35,20.32
33,2015,13.8,10.09,0,0.95,1.11,0,0,2.44,0,3.07,0,19.46,9.87,1.09,0,0,5.19,-13.08
33,2016,12.53,8.21,0,0.82,0.95,0,0,2.16,0,3.03,0,18.18,9.16,0.92,0,0,6.33,-2.14
33,2017,117.3,14.7,3.58,0.93,1.05,2.43,2.36,2.63,3.67,3.06,0,17.88,12.97,1.08,0,0,6.35,41.23
33,2018,21.42,17,68.85,1.1,1.26,0,0,3.24,3.74,2.93,0,8.85,16.46,1.19,0,0,4.94,-7.08
33,2019,12.99,11.83,7.6,0.88,1.02,5.55,5.03,2.57,2.7,3.45,0,14.06,14.94,0.97,0,0,6.2,17.89
33,2020,25.85,13.04,5.71,0.88,0.99,6.01,5.28,2.23,4.76,3.8,0,11.78,13.49,0.86,0,0,6.52,16.18
33,2021,26.87,17.3,0.52,0.54,0.6,0.58,0.57,1.63,11.02,0.56,0,48.91,9.43,0.54,0,0,0,169.32
33,2022,9.63,8.28,1.47,0.63,0.7,1.2,1.16,1.89,33.12,-1.05,0,54.79,11.27,0.6,0,0,3.65,80.98
33,2023,8.48,5.54,0,0.66,0.75,5.7,4.75,1.87,4.23,-0.18,0,42.81,11.8,0.63,0,0,4.33,17.7
