enterprise_id,years,revenue_per_share,ebitda_per_share,ebit_per_share,earnings_per_share_(diluted),eps_without_nri,owner_earnings_per_share_(ttm),free_cash_flow_per_share,operating_cash_flow_per_share,cash_per_share,dividends_per_share,book_value_per_share,tangible_book_per_share,total_debt_per_share,month_end_stock_price
81,1994,7.304,1.947,1.329,0.645,0.98,0.028,0.092,1.187,0.138,0.385,5.953,4.06,5.098,10.55
81,1995,7.891,2.171,1.513,0.665,1.305,0.248,0.247,1.312,0.14,0.415,6.229,6.229,5.437,7.644
81,1996,9.1,2.462,1.681,1.15,1.219,0.634,0.481,1.768,0.28,0.43,7.757,7.757,7.757,11.119
81,1997,10.076,2.725,1.851,1.035,1.539,1.447,0.341,1.9,0.194,0.538,8.336,8.336,8.136,15.031
81,1998,11.164,2.342,1.291,0.435,1.454,0.492,-0.505,1.612,0.091,0.43,8.325,8.325,8.621,15.656
81,1999,10.685,1.106,0.018,-0.643,1.465,-1.19,-1.571,0.574,0.178,0.2,7.469,7.469,8.782,11.266
81,2000,10.412,2.797,1.793,0.805,1.513,0.846,0.032,1.732,0.177,0.2,8.073,8.073,8.717,10.922
81,2001,11.019,2.943,1.886,0.835,0.972,0.927,0.25,1.904,0.106,0.2,8.738,8.738,8.424,12.688
81,2002,9.958,3.039,2.003,0.943,1.01,0.796,0.269,1.715,0.116,0.2,9.828,9.828,8.293,14.25
81,2003,10.079,3.363,2.327,1.263,1.216,1.385,0.456,1.986,0.362,0.208,10.513,10.513,7.603,14.968
81,2004,10.775,3.058,2.063,1.51,1.221,1.851,0.645,2.279,0.509,0.248,11.932,11.932,7.716,17.37
81,2005,11.647,2.378,1.319,0.575,0.983,0.81,-0.279,2.152,0.936,0.3,12.122,12.122,7.788,16.813
81,2006,12.737,2.922,1.82,0.963,1.141,1.13,-0.418,2.434,0.725,0.3,12.852,12.852,6.953,20.128
81,2007,14.321,3.897,2.76,1.475,1.94,1.161,0.094,2.648,0.765,0.3,14.169,14.169,6.274,23.005
81,2008,15.167,4.482,3.252,1.73,2.152,1.304,0.149,3.052,0.841,0.373,14.936,14.936,7.362,31.405
81,2009,17.447,5.367,4.041,2.265,2.797,1.975,0.876,3.926,1.241,0.49,15.348,15.348,8.87,23.9
81,2010,13.981,4.944,3.533,1.87,2.228,1.621,0.741,3.167,1.832,0.54,16.633,16.633,9.75,31.95
81,2011,16.867,6.484,5.006,2.765,2.763,2.592,1.614,4.081,1.105,0.655,18.068,18.068,9.401,46.33
81,2012,19.964,7.608,5.958,3.36,3.336,4.196,2.753,5.995,1.268,0.965,19.355,19.355,9.278,52.97
81,2013,21.96,9.039,7.192,4.14,4.121,4.279,2.543,6.466,1.132,1.245,21.17,21.17,9.582,62.86
81,2014,23.578,10.039,8.131,4.71,4.689,5.014,3.572,7.325,1.57,1.48,23.273,23.273,10.501,84
81,2015,26.621,11.994,9.881,5.75,5.702,5.657,3.373,8.196,1.795,1.91,23.987,23.987,12.92,119.13
81,2016,25.09,11.836,9.522,5.49,5.387,4.86,3.099,8.447,1.638,2.2,24.378,24.378,16.723,78.2
81,2017,23.87,11.374,8.935,5.07,5,5.616,4.812,9.008,1.641,2.255,24.471,24.471,18.425,103.68
81,2018,26.494,13.042,10.417,13.36,13.277,5.789,4.979,9.018,1.748,2.48,31.829,31.829,21.698,134.1
81,2019,30.269,14.321,11.416,7.91,7.966,7.349,6.959,11.515,1.838,3.06,28.167,28.167,30.882,138.23
81,2020,30.744,15.597,12.459,8.38,8.358,8.079,7.302,12.192,1.287,3.7,26.193,26.193,39.059,180.79
81,2021,28.763,15.213,11.958,7.88,7.75,8.225,8.265,12.575,2.769,3.88,25.26,25.26,42.203,208.22
81,2022,33.268,18.07,14.701,9.95,9.599,10.125,9.301,13.781,1.575,4.29,22.167,21.093,49.289,251.93
81,2023,39.864,20.175,16.575,11.21,10.739,11.236,9.202,15.003,1.664,5.08,19.861,18.671,57.083,207.07
