enterprise_id,years,revenue_per_share,ebitda_per_share,ebit_per_share,earnings_per_share_(diluted),eps_without_nri,owner_earnings_per_share_(ttm),free_cash_flow_per_share,operating_cash_flow_per_share,cash_per_share,dividends_per_share,book_value_per_share,tangible_book_per_share,total_debt_per_share,month_end_stock_price
57,1994,0.331,0.087,0.069,0.05,0.049,0.045,0.032,0.073,0.07,0,0.128,0.128,0.015,1.69
57,1995,0.49,0.132,0.107,0.08,0.078,0.08,0.051,0.094,0.1,0,0.207,0.207,0.016,2.58
57,1996,0.714,0.199,0.162,0.1,0.107,0.12,0.098,0.15,0.143,0,0.317,0.317,0.001,3.68
57,1997,0.939,0.258,0.215,0.14,0.146,0.114,0.106,0.17,0.207,0,0.404,0.404,0.052,5.22
57,1998,1.191,0.29,0.235,0.135,0.151,0.191,0.214,0.268,0.329,0,0.507,0.459,0.053,3.94
57,1999,1.487,0.379,0.315,0.215,0.214,0.255,0.246,0.304,0.448,0,0.646,0.562,0.054,6.2
57,2000,1.706,0.579,0.514,1.05,0.332,1.579,0.444,0.488,1.382,0,1.151,1.003,0.054,35.94
57,2001,1.869,0.703,0.644,0.44,0.448,0.278,0.309,0.362,1.053,0,1.123,0.995,0.054,15.3
57,2002,1.7,0.692,0.628,0.39,0.425,0.44,0.502,0.551,1.075,0,1.126,1.044,0.055,7.92
57,2003,1.749,0.695,0.635,0.43,0.446,0.431,0.504,0.558,1.246,0,1.208,1.208,0.063,13.01
57,2004,1.907,0.78,0.736,0.5,0.509,0.531,0.564,0.6,1.661,0,1.546,1.531,0.033,11.4
57,2005,2.256,0.918,0.837,0.55,0.601,0.544,0.643,0.679,0.927,0,2.106,0.09,0.554,12.8
57,2006,2.72,1.09,0.938,0.64,0.66,0.713,0.814,0.859,1.454,0,2.869,0.129,1.127,14.25
57,2007,3.415,1.378,1.164,0.81,0.823,0.885,0.987,1.048,1.373,0,3.309,-0.494,1.485,19.38
57,2008,4.29,1.857,1.574,1.06,1.03,1.253,1.369,1.416,2.144,0,4.471,-0.653,2.182,22.84
57,2009,4.533,2.035,1.65,1.09,1.141,1.45,1.506,1.609,2.521,0.05,5.011,-0.204,2.045,19.59
57,2010,5.287,2.221,1.774,1.21,1.346,1.521,1.666,1.711,3.675,0.2,6.128,0.209,2.916,22.57
57,2011,6.947,2.928,2.383,1.67,1.77,1.955,2.099,2.187,5.692,0.21,7.848,2.045,3.142,34.22
57,2012,7.286,3.267,2.694,1.96,2.029,2.484,2.57,2.697,6.254,0.24,8.907,2.175,3.359,26.47
57,2013,7.675,3.639,3.034,2.26,2.245,2.657,2.802,2.936,6.934,0.3,9.61,2.296,3.981,33.78
57,2014,8.313,3.807,3.175,2.38,2.484,2.861,3.115,3.241,8.696,0.48,10.501,2.484,5.398,42.02
57,2015,8.489,3.739,3.104,2.21,2.309,2.843,2.929,3.238,12.519,0.51,11.205,1.881,9.661,43.49
57,2016,8.606,3.581,2.999,2.07,2.18,2.756,2.903,3.179,13.586,0.6,11.447,1.878,10.616,40.2
57,2017,8.962,3.777,3.196,2.24,2.378,2.725,2.871,3.35,15.972,0.64,13.019,0.758,13.998,45.39
57,2018,9.293,4.067,3.409,0.85,0.973,3.014,3.221,3.63,16.828,0.76,11.602,-1.014,15.166,46.72
57,2019,10.586,4.627,3.845,2.97,3.111,3.211,3.454,3.899,11.261,0.81,6.486,-8.119,16.721,50.6
57,2020,11.86,5.169,4.268,3.08,3.192,3.142,3.514,3.989,14.039,0.96,3.937,-11.553,23.344,53.77
57,2021,13.395,6.092,5.127,4.55,4.62,4.268,4.551,5.257,16.544,1.04,1.861,-14.615,29.938,78.74
57,2022,15.233,4.855,3.734,2.41,2.585,1.712,1.805,3.424,8.218,1.28,-2.334,-19.314,28.465,71.92
57,2023,18.06,6.775,4.567,3.07,3.459,3.458,3.062,6.206,3.755,1.36,0.396,-26.18,33.351,105.94
