enterprise_id,years,revenue_per_share,ebitda_per_share,ebit_per_share,earnings_per_share_(diluted),eps_without_nri,owner_earnings_per_share_(ttm),free_cash_flow_per_share,operating_cash_flow_per_share,cash_per_share,dividends_per_share,book_value_per_share,tangible_book_per_share,total_debt_per_share,month_end_stock_price
83,2005,0.936,0.246,0.198,0.127,0.104,0,0.127,0.169,0,0,0,0,0,0
83,2006,1.035,0.339,0.285,0.16,0.149,0,0.122,0.158,0.327,0,0.205,0.205,0.026,0
83,2007,1.26,-0.415,-0.459,-0.391,0.314,0,0.121,0.177,0.359,0,-0.176,-0.176,0.014,0
83,2008,2.036,0.558,0.481,0.24,0.479,0,0.038,0.173,1.579,0.026,6.596,0.35,0.031,15.35
83,2009,2.276,1.43,1.355,0.775,0.652,0,0.083,0.184,1.692,0.105,8.289,0.75,0.02,17.28
83,2010,2.728,1.627,1.537,1.003,0.982,0.308,0.829,0.91,1.471,0.125,9.084,0.758,0.016,18.57
83,2011,3.249,2.034,1.932,1.29,1.248,0.654,1.244,1.369,1.277,0.15,9.933,1.252,0,21.43
83,2012,3.843,2.423,2.301,0.79,1.55,-0.6,1.708,1.847,1.06,0.22,10.397,1.704,0,33.57
83,2013,4.489,2.911,2.76,1.9,1.9,0.093,0.972,1.152,1.68,0.33,10.606,1.515,0,47.78
83,2014,5.034,3.237,3.065,2.16,2.27,1.479,2.637,2.856,1.605,0.4,11.137,1.726,0,53.34
83,2015,5.649,3.863,3.662,2.58,2.62,1.269,2.511,2.68,2.482,0.48,12.314,2.746,0,69.66
83,2016,6.248,3.704,3.496,2.48,2.84,0.737,2.092,2.309,3.779,0.56,11.499,-6.387,6.715,82.7
83,2017,7.665,5.311,5.078,2.8,3.48,1.692,3.595,3.89,5.853,0.66,11.861,-6.848,7.999,105.24
83,2018,8.849,6.024,5.761,4.42,4.58,2.899,5.248,5.556,5.3,0.825,12.915,-6.434,7.527,150.09
83,2019,10.113,7.074,6.786,5.32,5.4,2.706,5.294,5.627,5.518,1,13.355,-6.039,7.646,172.01
83,2020,9.827,6.78,6.435,4.89,5.04,1.323,4.365,4.696,9.451,1.2,14.678,-5.939,11.351,199.97
83,2021,11.017,7.943,7.576,5.63,5.91,3.056,6.637,6.959,8.638,1.28,16.103,-4.252,9.788,222.75
83,2022,13.722,9.146,8.743,7,7.5,3.38,8.37,8.824,8.767,1.5,15.742,-4.542,10.627,177.65
83,2023,15.661,10.851,10.399,8.28,8.77,3.376,9.447,9.954,9.733,1.8,18.729,-2.596,9.895,230.01
