enterprise_id,years,revenue_per_share,ebitda_per_share,ebit_per_share,earnings_per_share_(diluted),eps_without_nri,owner_earnings_per_share_(ttm),free_cash_flow_per_share,operating_cash_flow_per_share,cash_per_share,dividends_per_share,book_value_per_share,tangible_book_per_share,total_debt_per_share,month_end_stock_price
15,2006,0.073,0.017,0.014,0.012,0.012,0,0.034,0.039,0.08,0,0.008,0.008,0,0
15,2007,0.06,0.024,0.022,0.027,0.027,0,0.035,0.039,1.133,0,0.776,0.776,0,0
15,2008,0.087,0.035,0.033,0.033,0.033,0,0.038,0.046,0.191,0,0.142,0.141,0,0
15,2009,0.112,0.035,0.031,0.029,0.029,0,0.053,0.065,0.21,0,0.144,0.133,0,0
15,2010,0.165,0.049,0.042,0.043,0.04,0,0.081,0.09,0.293,0,0.171,0.153,0.003,0
15,2011,0.199,0.06,0.052,0.053,0.049,0,0.062,0.068,0.361,0,0.23,0.209,0.04,0
15,2012,1.36,0.44,0.38,0.287,0.377,0,0.483,0.63,1.517,0,2.139,1.222,0.087,0
15,2013,2.325,0.85,0.787,0.574,0.927,0,0.806,0.975,2.244,0,-0.002,-0.912,1.88,0
15,2014,3.647,2.129,2.014,1.62,1.959,0,1.501,1.832,2.962,0,1.928,0.919,2.699,0
15,2015,4.886,2.537,2.249,1.555,2.233,0,2.149,2.643,8.093,0,9.342,6.027,3.378,83.24
15,2016,6.071,5.43,5.007,4.289,2.579,4.211,2.761,3.412,7.192,0,13.488,7.9,3.578,79.03
15,2017,8.923,4.34,3.535,2.462,3.4,2.371,3.682,4.671,8.648,0,15.989,7.624,5.261,107.83
15,2018,15.178,7.641,6.305,3.875,5.205,3.723,5.82,7.63,12.938,0,22.515,9.922,7.727,183.54
15,2019,21.401,7.865,5.759,4.97,5.721,5.326,5.755,8.574,11.7,0,28.349,8.375,7.734,182.45
15,2020,27.21,11.437,9.173,7.965,7.544,0,7.219,9.641,19.258,0,40.052,21.508,7.809,194.48
15,2021,40.094,12.183,9.505,8.404,10.002,0,10.542,12.956,27.375,0,53.084,31.966,10.274,226.73
15,2022,49.371,7.421,4.639,3.581,8.309,0,5.176,8.262,26.868,0,55.997,35.851,10.426,108.8
15,2023,47.765,8.419,5.838,3.982,7.918,0,9.095,10.983,29.664,0,55.975,37.655,11.061,102.18
