enterprise_id,years,revenue_per_share,ebitda_per_share,ebit_per_share,earnings_per_share_(diluted),eps_without_nri,owner_earnings_per_share_(ttm),free_cash_flow_per_share,operating_cash_flow_per_share,cash_per_share,dividends_per_share,book_value_per_share,tangible_book_per_share,total_debt_per_share,month_end_stock_price
66,1997,3.14,0.872,0.733,0.479,0.479,0,0.408,0.408,0.761,0.085,1.862,1.857,0.007,11.63
66,1998,2.601,0.771,0.688,0.395,0.373,0,0.111,0.356,0.497,0.146,1.3,1.265,0.072,26.56
66,1999,18.721,4.268,3.668,1.322,1.025,0,1.032,2.713,2.685,0.173,8.276,7.941,0.524,36.06
66,2000,4.121,0.781,0.641,0.478,0.403,0,0.23,0.516,2.949,0.178,10.613,10.114,0.107,52.06
66,2001,4.476,0.757,0.573,0.451,0.338,0,0.282,0.486,1.451,0.173,3.048,2.906,0.371,33.69
66,2002,5.213,1.131,0.932,0.413,0.457,0,0.434,0.702,0.682,0.175,2.202,1.849,0,31.93
66,2003,6.017,-4.481,-4.66,0.413,0.691,0,1.119,1.369,0.942,0.202,2.352,1.991,0.028,19.5
66,2004,6.95,1.919,1.706,1.066,1.041,1.32,1.217,1.489,1.306,0.187,3.61,3.2,0.031,41.56
66,2005,8.092,2.407,2.181,1.411,1.411,1.78,1.739,1.967,3.457,0.236,4.953,4.387,0.038,44.21
66,2006,8.061,2.409,2.216,1.418,1.439,1.26,1.284,1.523,3.274,0.467,5.531,4.798,0.03,45.07
66,2007,10.069,2.993,2.764,2.006,1.986,1.78,1.589,1.98,3.611,0.617,6.653,5.297,0.028,53.1
66,2008,12.341,3.607,3.293,2.321,2.321,1.99,1.852,2.336,2.684,0.671,7.913,5.691,0.033,51.05
66,2009,13.133,3.728,3.117,2.095,2.163,2.15,2.064,2.449,2.126,0.676,8.159,1.2,2.642,36.22
66,2010,13.084,3.741,3.129,2.143,2.431,3.18,3.421,3.696,2.906,0.517,10.395,3.175,0.007,46.81
66,2011,13.866,3.351,2.757,2.011,3.002,3.37,2.879,3.251,4.094,0.452,10.923,-1.114,1.224,50.61
66,2012,15.738,6.249,5.449,3.803,3.266,3.43,3.682,4.174,5.931,0.781,14.038,2.171,4.374,52.95
66,2013,17.846,5.318,4.368,3.084,3.217,5.11,3.609,4.204,2.743,1.001,15.549,-2.533,5.476,80.38
66,2014,19.276,6.337,5.247,3.808,3.839,5.6,3.744,4.393,3.197,1.167,18.407,-0.695,4.898,87.14
66,2015,18.089,5.683,4.643,3.379,3.661,5.01,2.845,3.604,3.476,1.245,20.116,-6.298,11.436,69.65
66,2016,18.907,5.025,3.853,2.789,3.39,4.24,2.73,3.308,3.126,1.214,21.157,-3.366,8.361,79.1
66,2017,19.411,5.63,4.514,3.207,3.015,4.93,3.191,4.072,3.43,1.24,23.212,-0.635,6.935,86.43
66,2018,23.176,6.509,5.252,3.964,3.63,5.77,3.724,4.984,4.959,1.41,25.271,1.236,6.247,112.36
66,2019,23.542,7.032,5.734,3.891,3.617,5.22,2.711,4.1,8.649,1.685,27.48,1.781,10.773,99.55
66,2020,25.64,6.567,4.825,3.089,3.895,4.55,2.493,3.253,5.223,1.671,28.62,-2.703,12.724,133.99
66,2021,28.137,10.033,8.148,5.292,5.406,8.96,6.564,7.404,7.164,1.9,30.647,-1.656,15.948,130.39
66,2022,26.661,9.165,7.465,5.04,5.121,7.55,5.193,5.959,11.166,2.095,37.218,3.64,14.506,140.11
66,2023,27.832,6.483,4.774,2.055,2.277,4.42,4.303,5.091,8.95,2.041,36.474,2.945,11.876,103.19
