enterprise_id,years,revenue_per_share,ebitda_per_share,ebit_per_share,earnings_per_share_(diluted),eps_without_nri,owner_earnings_per_share_(ttm),free_cash_flow_per_share,operating_cash_flow_per_share,cash_per_share,dividends_per_share,book_value_per_share,tangible_book_per_share,total_debt_per_share,month_end_stock_price
30,1994,4.646,0.401,0.355,0.23,0.211,-0.033,-0.235,0.199,0.049,0.025,1.393,1.383,0.417,8.67
30,1995,5.986,0.536,0.474,0.29,0.282,-0.003,-0.272,0.256,0.001,0.033,1.689,1.645,0.494,10.39
30,1996,7.191,0.633,0.548,0.34,0.334,0.009,-0.263,0.331,0.027,0.053,2.487,2.444,0.36,10.22
30,1997,8.955,0.806,0.7,0.43,0.423,0.105,-0.043,0.504,0.071,0.051,2.908,2.866,0.61,11
30,1998,10.829,1.023,0.897,0.52,0.536,0.05,-0.203,0.461,0.083,0.063,3.438,3.37,0.635,20.17
30,1999,13.293,1.335,1.171,0.71,0.702,0.312,-0.177,0.843,0.03,0.077,4.183,4.055,0.756,40.33
30,2000,16.411,1.818,1.62,1,1,0.49,-0.058,1.044,0.074,0.113,5.356,5.221,0.338,56.63
30,2001,19.446,2.037,1.782,1.1,1.1,0.499,-0.324,1.189,0.076,0.16,6.457,6.322,0.667,48.2
30,2002,22.759,2.421,2.096,1.29,1.29,1.743,1.092,2.534,1.085,0.22,7.708,7.529,0.535,50.09
30,2003,24.849,2.872,2.487,1.56,1.56,1.127,0.876,2.049,0.983,0.21,8.636,8.385,0.576,20.9
30,2004,28.316,3.461,2.991,1.88,1.88,1.687,1.327,2.859,1.264,0.26,9.928,9.559,0.605,35.47
30,2005,32.985,4.172,3.577,2.26,2.26,1.864,1.211,2.993,0.991,0.325,11.056,10.418,0.988,41.26
30,2006,35.873,4.949,4.214,2.72,2.63,1.81,1.276,3.083,0.38,0.4,12.669,11.122,1.923,40.55
30,2007,38.323,5.214,4.3,2.79,2.55,2.311,1.997,3.715,0.312,0.675,12.706,9.501,5.919,40.74
30,2008,41.675,4.969,3.942,2.37,2.27,1.318,1.169,3.086,0.27,0.9,10.482,9.766,7.947,30.64
30,2009,42.282,3.628,2.499,1.34,1.432,0.838,2.183,3.279,0.31,0.9,10.48,9.811,6.741,21.53
30,2010,39.111,3.82,2.753,1.57,1.613,4.391,2.458,3.029,0.837,0.9,11.421,10.731,5.702,28.01
30,2011,41.011,4.536,3.5,2.01,2.01,1.433,2.104,2.765,0.336,0.945,11.638,10.907,6.007,36.77
30,2012,44.838,5.322,4.251,2.47,2.47,3.119,3.459,4.236,1.293,1.04,11.645,10.916,7.019,44.39
30,2013,49.473,6.312,5.197,3,3.1,3.615,3.748,4.616,1.681,1.16,11.979,11.191,7.275,66.92
30,2014,54.96,7.626,6.4,3.76,3.76,4.501,4.351,5.319,1.398,1.56,9.074,8.14,10.67,76.85
30,2015,61.795,9.355,8.028,4.71,4.71,5.403,5.052,6.123,1.318,1.88,7.132,6.097,13.158,104.42
30,2016,68.994,10.758,9.306,5.46,5.46,6.309,6.134,7.306,1.77,2.36,5.045,3.366,16.946,125.76
30,2017,76.657,12.509,10.91,6.45,6.45,6.712,6.614,7.928,2.11,2.76,3.602,1.862,19.618,137.58
30,2018,85.223,14.204,12.462,7.29,7.29,8.49,8.559,10.161,3.104,3.56,1.256,-0.709,23.34,200.9
30,2019,94.666,15.537,13.654,9.73,9.895,9.906,9.381,11.518,1.609,4.12,-1.7,-3.738,26.427,183.53
30,2020,100.479,16.602,14.509,10.25,10.25,10.621,10.036,12.477,1.981,5.44,-2.893,-4.986,34.705,228.1
30,2021,122.551,19.336,16.999,11.94,11.94,14.609,15.191,17.476,7.331,6,3.063,-3.553,40.318,270.82
30,2022,142.871,24.524,21.819,15.53,15.53,12.868,13.237,15.663,2.264,6.6,-1.639,-8.836,44.704,366.98
30,2023,153.564,26.409,23.506,16.69,16.69,11.463,11.216,14.259,2.714,7.6,1.537,-5.789,49.571,324.17
