enterprise_id,years,revenue_per_share,ebitda_per_share,ebit_per_share,earnings_per_share_(diluted),eps_without_nri,owner_earnings_per_share_(ttm),free_cash_flow_per_share,operating_cash_flow_per_share,cash_per_share,dividends_per_share,book_value_per_share,tangible_book_per_share,total_debt_per_share,month_end_stock_price
3,1994,5.071,1.452,1.16,0.85,0.804,0.675,1.114,1.114,0.231,0.33,2.238,2.238,0.701,6.63
3,1995,5.636,1.634,1.32,0.935,0.92,0.867,1.362,1.362,0.196,0.37,2.521,2.521,0.66,7.3
3,1996,6.279,1.85,1.494,1.06,1.047,0.683,1.233,1.233,0.2,0.41,2.792,2.792,0.943,9.31
3,1997,6.964,2.089,1.655,1.19,1.124,0.9,0.906,1.506,0.07,0.465,3.074,2.449,1.477,11.36
3,1998,7.548,2.262,1.799,1.32,1.236,1.07,0.921,1.689,0.151,0.525,3.271,2.543,1.779,14.66
3,1999,8.016,2.501,1.997,1.5,1.395,1.185,0.985,1.781,0.271,0.585,3.795,2.905,2.044,21.93
3,2000,8.46,2.553,2.022,1.57,1.418,1.236,1.113,1.886,0.468,0.66,4.801,3.783,1.443,16.25
3,2001,8.78,2.701,2.172,1.78,1.511,1.434,1.318,1.98,0.748,0.74,5.544,4.538,1.006,21.68
3,2002,10.399,2.805,2.059,0.99,1.402,0.681,1.535,2.278,0.459,0.82,5.828,1.135,4.689,25.07
3,2003,9.712,2.735,2.072,1.78,1.49,1.708,1.835,2.537,0.618,0.915,6.823,1.927,4.109,17.99
3,2004,10.993,2.673,1.956,1.75,1.374,1.579,1.592,2.26,0.822,0.97,8.355,2.897,3.828,20.95
3,2005,12.53,3.48,2.66,2.06,2.156,1.968,2.022,2.844,1.32,1.025,9.183,2.224,4.346,22.32
3,2006,14.282,3.669,2.8,2.16,2.182,2.534,2.536,3.308,1.921,1.085,9.365,2.894,4.31,18.87
3,2007,14.626,3.654,2.64,1.12,2.084,1.177,2.597,3.468,0.893,1.16,9.142,-1.17,8.074,23.31
3,2008,16.611,4.124,2.935,2.31,2.388,2.191,2.261,3.323,1.82,1.27,11.471,1.245,7.88,26.87
3,2009,18.875,5.257,4.081,3.12,2.827,3.591,3.648,4.471,3.287,1.405,11.311,1.515,7.406,25.54
3,2010,19.783,6.304,4.96,3.69,4.415,4.173,3.978,4.678,6.403,1.56,14.734,2.168,10.609,25.83
3,2011,22.6,5.713,4.027,2.96,3.117,4.482,4.962,5.614,3.524,1.72,14.659,-3.494,12.229,22.92
3,2012,13.661,2.96,1.018,3.01,0.708,4.276,4.773,5.724,5.156,1.88,15.563,-0.799,9.816,26.9
3,2013,11.966,1.81,0.063,3.72,0.689,3.609,4.723,5.851,9.624,2.01,16.948,1.496,12.987,31.34
3,2014,12.489,2.481,1.389,1.62,1.288,1.218,1.384,2.112,5.231,0.56,16.259,6.242,4.238,38.33
3,2015,13.259,2.761,1.747,1.49,1.117,1.431,1.701,2.407,2.957,0.88,14.274,3.489,5.192,45.02
3,2016,13.549,3.199,2.222,2.92,1.669,3.02,1.232,1.969,4.159,0.96,14.403,4.082,6.112,44.91
3,2017,14.061,2.156,1.243,0.94,0.961,0.06,1.404,2.16,12.747,1.04,13.944,5.646,14.941,38.41
3,2018,15.66,3.52,1.792,0.27,0.188,2.539,2.536,3.185,5.512,1.06,17.72,-8.371,16.015,57.07
3,2019,17.276,3.942,2.09,1.33,1.399,2.541,2.772,3.559,2.327,1.12,17.386,-6.648,11.145,72.33
3,2020,17.914,4.358,2.665,2.06,2.096,2.397,2.526,3.445,2.349,1.28,17.639,-5.181,10.72,86.86
3,2021,19.377,4.95,3.087,2.5,2.486,3.227,3.205,4.424,4.036,1.44,18.509,-3.243,11.093,109.49
3,2022,24.078,6.865,4.888,3.94,3.94,4.802,4.834,5.888,5.81,1.8,20.295,-0.095,10.774,140.74
3,2023,24.747,6.877,5.025,3.91,3.911,4.118,4.424,5.431,5.852,1.88,21.111,1.975,10.194,109.79
