enterprise_id,years,revenue_per_share,ebitda_per_share,ebit_per_share,earnings_per_share_(diluted),eps_without_nri,owner_earnings_per_share_(ttm),free_cash_flow_per_share,operating_cash_flow_per_share,cash_per_share,dividends_per_share,book_value_per_share,tangible_book_per_share,total_debt_per_share,month_end_stock_price
48,1994,0.476,0.201,0.177,0.118,0.118,0.123,0.135,0.163,0.163,0,0.492,0.492,0,3.22
48,1995,0.592,0.23,0.203,0.145,0.136,0.165,0.149,0.198,0.208,0,0.565,0.565,0,5.65
48,1996,0.849,0.349,0.301,0.215,0.196,0.338,0.316,0.364,0.273,0,0.724,0.724,0,7.51
48,1997,1.145,0.521,0.467,0.33,0.302,0.417,0.402,0.45,0.382,0,1.01,1.01,0,15.8
48,1998,1.423,0.721,0.626,0.42,0.396,0.715,0.707,0.786,0.386,0,1.574,1.574,0,27.09
48,1999,1.801,1.008,0.916,0.71,0.6,0.883,1.145,1.198,1.687,0,2.687,2.687,0,45.09
48,2000,2.074,1.107,0.994,0.85,0.725,0.643,0.953,1.032,2.252,0,3.915,3.915,0,40
48,2001,2.269,1.189,1.051,0.66,0.801,0.729,1.105,1.204,2.935,0,4.392,4.215,0,36.5
48,2002,2.554,1.17,1.072,0.7,0.827,0.885,1.237,1.306,3.606,0,4.868,4.713,0,27.35
48,2003,2.958,1.005,0.877,0.69,0.591,0.697,1.37,1.452,4.554,0.08,6.027,5.7,0,25.64
48,2004,3.381,0.938,0.829,0.75,0.554,0.768,1.241,1.343,5.578,0.16,6.889,6.55,0,28.8
48,2005,3.648,1.414,1.335,1.12,0.98,1.135,1.448,1.523,3.525,0.32,4.493,4.137,0,24.84
48,2006,4.205,1.65,1.564,1.2,1.182,1.019,1.218,1.368,3.395,0.34,3.986,3.548,0,23.3
48,2007,5.171,2.011,1.865,1.42,1.396,1.426,1.571,1.8,2.497,0.39,3.317,2.715,0,29.47
48,2008,6.38,2.743,2.526,1.87,1.73,4.382,1.946,2.282,2.586,0.43,3.965,2.427,0,27.51
48,2009,6.496,2.492,2.208,1.62,1.722,1.759,1.769,2.116,3.53,0.5,4.441,2.84,0.645,23.77
48,2010,6.999,3.118,2.819,2.1,2.012,5.549,2.475,2.697,4.244,0.52,5.327,3.764,0.685,23.01
48,2011,8.14,3.623,3.301,2.69,2.572,6.072,2.867,3.141,6.3,0.61,6.815,5.224,1.423,26
48,2012,8.667,3.011,2.662,2,2.474,6.41,3.447,3.718,7.522,0.76,7.918,5.935,1.425,30.59
48,2013,9.191,3.688,3.245,2.58,2.53,7.808,2.902,3.404,9.249,0.89,9.479,7.349,1.873,34.55
48,2014,10.338,4.004,3.383,2.63,2.564,8.281,3.217,3.87,10.403,1.07,10.897,7.607,2.749,41.7
48,2015,11.338,3.059,2.337,1.48,2.169,7.569,2.874,3.594,12.025,1.21,9.977,7.264,4.397,44.15
48,2016,11.376,4.181,3.355,2.56,2.67,3.27,3.118,4.159,14.503,1.39,9.221,6.454,6.847,51.17
48,2017,12.33,5.222,4.102,3.25,3.29,4.235,4.006,5.044,17.252,1.53,11.379,5.512,11.879,68.93
48,2018,14.16,6.347,5.03,2.13,3.88,4.6,4.138,5.63,17.425,1.65,10.775,5.078,10.656,98.61
48,2019,16.232,7.488,5.981,5.06,4.75,5.232,4.935,6.731,17.509,1.8,13.389,6.876,10.253,133.96
48,2020,18.614,8.906,7.24,5.76,5.76,6.043,5.888,7.897,18.033,1.99,15.626,8.97,9.378,203.51
48,2021,22.094,11.19,9.654,8.05,7.97,7.987,7.376,10.087,17.324,2.19,18.884,11.235,9.014,270.9
48,2022,26.296,13.294,11.377,9.65,9.21,9.05,8.64,11.808,14.034,2.42,22.313,11.752,8.209,256.83
48,2023,28.361,14.071,12.216,9.68,9.81,8.111,7.96,11.721,14.97,2.66,27.748,17.353,8.068,340.54
