enterprise_id,years,revenue_per_share,ebitda_per_share,ebit_per_share,earnings_per_share_(diluted),eps_without_nri,owner_earnings_per_share_(ttm),free_cash_flow_per_share,operating_cash_flow_per_share,cash_per_share,dividends_per_share,book_value_per_share,tangible_book_per_share,total_debt_per_share,month_end_stock_price
64,1994,20.564,1.616,0.808,0.208,0.002,0.518,0.657,1.495,0.418,0.225,3.568,3.029,2.934,4.877
64,1995,21.116,1.822,0.969,0.275,0.032,0.345,0.607,1.378,0.392,0.238,3.809,3.809,2.48,4.946
64,1996,23.167,2.308,1.444,0.179,0.042,1.083,1.085,2.093,0.922,0.256,4.117,4.117,2.09,7.464
64,1997,23.94,2.412,1.529,0.435,0.199,1.24,1.042,2.184,1.184,0.275,4.524,4.524,1.875,10.423
64,1998,22.986,2.448,1.676,0.525,0.312,1.8,0.764,2.079,0.715,0.31,4.445,3.373,1.732,11.456
64,1999,25.313,3.016,2.205,0.633,0.616,1.353,1.813,2.561,0.611,0.348,4.863,3.289,2.414,17.11
64,2000,23.955,2.063,1.24,1.505,1.3,2.27,3.724,4.49,1.008,0.38,7.499,1.555,4.553,20.453
64,2001,26.164,3.936,3.091,1.775,1.775,1.55,1.541,2.464,0.795,0.413,8.146,0.947,5.115,24.74
64,2002,27.599,4.094,3.198,1.915,1.915,2.183,2.16,2.944,1.65,0.45,8.862,1.659,5.251,20.336
64,2003,27.9,4.335,3.616,2.21,2.21,2.74,2.242,2.821,2.215,0.49,8.895,1.463,5.188,19.527
64,2004,30.606,4.58,3.792,4.69,4.69,2.492,2.313,2.835,1.579,0.568,11.387,0.47,5.156,29.82
64,2005,37.038,5.222,4.254,2.64,2.64,3.114,2.771,3.557,2.216,0.7,13.956,2.093,5.47,32.52
64,2006,42.135,6.081,5.11,3.03,3.12,3.243,3.358,4.274,2.216,0.88,16.759,0.912,8.127,35.185
64,2007,47.544,7.088,6.062,3.71,3.71,4.132,3.826,4.774,2.557,1.015,17.372,-0.065,7.965,39.344
64,2008,55.368,8.314,7.128,4.27,4.27,4.904,4.223,5.389,2.953,1.17,21.712,1.503,9.301,48.167
64,2009,62.507,9.358,7.976,4.9,4.9,5.408,5.173,6.445,4.592,1.345,16.728,-3.229,12.179,33.731
64,2010,56.444,8.315,6.961,4.12,4.12,6.212,4.874,5.763,4.749,1.54,21.421,0.246,10.402,43.68
64,2011,56.654,8.994,7.585,4.74,4.55,6.4,5.493,6.401,4.432,1.7,23.213,-0.43,11.168,49.539
64,2012,61.484,10.24,8.848,5.49,5.33,6.032,6.243,7.267,6.57,1.865,24.118,0.021,11.309,45.996
64,2013,63.653,10.289,8.608,5.66,5.35,6.407,4.097,7.331,5.245,2.03,28.203,-18.584,25.272,51.61
64,2014,61.851,11.388,9.492,6.25,5.75,7.079,5.011,7.515,5.039,2.195,34.762,-12.898,22.081,71.615
64,2015,63.515,12.759,10.762,6.82,6.65,6.681,5.632,8.031,5.75,2.36,34.324,-12.935,21.664,72.371
64,2016,63.517,10.502,8.392,8.61,4.53,8.895,4.862,7.227,8.439,2.56,32.633,-18.544,24.364,60.458
64,2017,69.294,12.415,10.04,6.13,6.13,5.304,2.17,4.697,8.85,2.62,34.103,-18.751,29.555,68.985
64,2018,74.88,13.665,10.987,5.7,5.7,8.003,4.051,7.047,11.243,2.72,37.053,-17.748,34.394,80.281
64,2019,42.835,6.891,4.55,6.5,1.5,7.546,5.499,7.804,7.141,2.835,44.628,-41.893,52.859,67.009
64,2020,52.493,9.921,6.787,6.41,4.06,6.814,7.714,10.282,5.712,2.94,48.329,-22.338,51.303,94.245
64,2021,41.676,2.365,-0.696,-2.59,-0.579,-0.281,1.207,2.656,5.793,2.16,47.493,-14.914,21.942,71.51
64,2022,42.683,7.171,4.15,2.57,2.942,4.164,3.069,4.687,5.245,2.005,48.931,-13.316,22.194,86.06
64,2023,45.14,7.696,4.931,3.52,3.51,4.289,2.956,4.824,4.242,2.16,49.536,-12.297,22.848,100.92
