enterprise_id,years,revenue_per_share,ebitda_per_share,ebit_per_share,earnings_per_share_(diluted),eps_without_nri,owner_earnings_per_share_(ttm),free_cash_flow_per_share,operating_cash_flow_per_share,cash_per_share,dividends_per_share,book_value_per_share,tangible_book_per_share,total_debt_per_share,month_end_stock_price
68,1999,7.978,1.067,0.264,0.03,0.03,0,0.159,1.254,0.233,1.607,4.68,4.458,1.176,47.88
68,2000,8.972,1.852,1.297,0.731,0.731,0,0.311,0.942,0.345,1.585,4.783,4.558,1.101,60.56
68,2001,12.7,2.758,2.086,1.083,1.083,0,1.035,1.563,0.974,1.381,5.106,5.021,0.632,60.56
68,2002,11.514,2.224,1.703,0.924,0.924,0,0.622,1.442,0.568,1.411,5.078,4.998,0.496,49.02
68,2003,49.595,8.022,5.455,1.706,0.514,0,1.245,4.847,0.463,1.58,19.06,17.662,5.862,44.02
68,2004,59.05,9.247,5.761,1.81,1.804,0,2.818,6.466,0.581,1.952,21.582,20.172,5.992,52.39
68,2005,22.783,3.871,2.772,1.58,5.542,0,0.678,1.839,2.739,2.108,25.61,24.262,4.344,57.38
68,2006,91.119,14.652,11.093,7.56,7.66,0,4.221,8.946,8.502,3.027,65.902,62.749,9.362,61.49
68,2007,98.547,15.544,11.645,7.9,7.897,0,2.712,9.796,6.525,2.447,76.631,73.146,11.432,70.79
68,2008,113.202,17.16,12.966,9.98,9.901,6.26,3.145,10.965,6.999,2.81,89.847,85.958,13.118,84.2
68,2009,150.954,21.278,16.852,8.52,8.52,8.05,2.869,14.233,11.268,3.12,94.432,90.707,17.263,52.94
68,2010,93.044,11.754,7.036,4.08,4.08,1.9,-1.641,7.012,7.21,3.32,101.217,97.244,25.991,60.11
68,2011,119.902,16.923,11.843,6.56,5.789,6.09,0.134,8.91,9.974,3.36,109.81,106.072,32.89,66.78
68,2012,151.14,22.577,18.325,9.92,8.833,13.73,3.366,11.82,8.486,3.36,119.095,115.698,27.936,73.09
68,2013,149.063,21.275,16.611,8.52,7.546,15.03,4.328,14.723,5.861,3.42,55.213,53.801,11.929,68.95
68,2014,143.399,18.006,11.171,5.2,5.127,10.96,0.148,12.852,3.044,3.56,56.522,55.143,13.989,71.27
68,2015,133.438,17.305,9.542,4.72,3.938,9.02,4.236,14.273,6.818,3.72,54.261,52.029,14.37,66.95
68,2016,82.88,9.599,1.242,0.6,-0.275,2.48,1.151,9.325,9.874,3.76,50.651,48.697,18.155,45.79
68,2017,59.199,8.642,2.308,1.16,0.699,0.1,-0.38,5.224,4.68,3.76,45.666,39.802,22.626,54.38
68,2018,73.546,11.635,5.316,3.12,2.847,3.96,3.568,8.591,4.869,3.76,46.594,40.797,20.537,66.71
68,2019,93.039,14.693,9.39,5.6,5.102,6.22,7.204,12.717,6.508,3.76,48.348,42.607,18.698,58.27
68,2020,85.024,14.482,7.407,3.9,3.521,5.14,4.735,10.398,4.472,3.76,47.322,41.362,24.469,58.98
68,2021,46.319,7.577,-5.878,-5.56,-5.612,4.44,4.495,8.75,8.137,1.913,39.785,33.968,27.67,35.14
68,2022,66.994,15.462,8.566,5.14,4.08,4.54,6.688,11.555,9.593,1.64,44.758,38.331,23.187,43.4
68,2023,102.912,23.546,18.546,11.42,11.293,12.1,12.365,18.464,11.449,1.5,54.394,47.054,23.929,56.95
